libelle,longueur,position,fin,type,nom,champ,table,an,Typer,cla,z,rg,curseur
N° de version du format du RHS groupé,3,11,13,c,NOVRHS,ssr,rhs,24,,,,,
Numéro FINESS d’inscription ePMSI,9,14,22,c,NOFINESS,ssr,rhs,24,,,,,
N° de version du format du RHS,3,23,25,c,NOFRHS,ssr,rhs,24,,,,,
Numéro de séjour SSR,7,26,32,c,NOSEJ,ssr,rhs,24,,,,,
Numéro administratif  de séjour,20,33,52,c,NAS,ssr,rhs,24,,,,,
Version classification,2,53,54,c,VCLASS,ssr,rhs,24,,,,,
CM,2,55,56,c,CM,ssr,rhs,24,,,,,
Code,2,57,58,c,CODE,ssr,rhs,24,,,,,
NR,1,59,59,c,NR,ssr,rhs,24,,,,,
NL,1,60,60,c,NL,ssr,rhs,24,,,,,
Sévérité,1,61,61,c,SEV,ssr,rhs,24,,,,,
Code retour,3,62,64,c,CDRTR,ssr,rhs,24,,,,,
Indicateur d’erreur,1,65,65,c,INDERR,ssr,rhs,24,,,,,
Date de début de séjour,8,66,73,c,DTENT,ssr,rhs,24,,,,,
Date de fin de séjour,8,74,81,c,DTSORT,ssr,rhs,24,,,,,
Date de naissance,8,82,89,c,DTNAIS,ssr,rhs,24,,,,,
Sexe,1,90,90,c,SEXE,ssr,rhs,24,,,,,
Code postal du lieu de résidence,5,91,95,c,CDRESI,ssr,rhs,24,,,,,
Type d’hospitalisation,1,96,96,c,TYPEHOSP,ssr,rhs,24,,,,,
Date d’entrée dans l'unité médicale,8,97,104,c,D8EEUE,ssr,rhs,24,,,,,
Mode d’entrée dans l'unité médicale,1,105,105,c,ECHPMSI,ssr,rhs,24,,,,,
Provenance,1,106,106,c,PROV,ssr,rhs,24,,,,,
Date de sortie de l'unité médicale,8,107,114,c,D8SOUE,ssr,rhs,24,,,,,
Mode de sortie,1,115,115,c,SCHPMSI,ssr,rhs,24,,,,,
Destination,1,116,116,c,DEST,ssr,rhs,24,,,,,
Numéro de la semaine,6,117,122,c,NOSEM,ssr,rhs,24,,,,,
Journées hors week-end,5,123,127,c,JOURNEES_HWE,ssr,rhs,24,,,,,
Journées week-end,2,128,129,c,JOURNEES_WE,ssr,rhs,24,,,,,
Numéro unité médicale,4,130,133,c,NOUM,ssr,rhs,24,,,,,
Type d'autorisation de l'unité médicale,3,134,136,c,TYPAUT,ssr,rhs,24,,,,,
Date de l’intervention chirurgicale,8,137,144,c,DTCHIR,ssr,rhs,24,,,,,
Finalité principale de prise en charge,8,145,152,c,FPPC,ssr,rhs,24,,,,,
Manifestation morbide principale,8,153,160,c,MMP,ssr,rhs,24,,,,,
Affection étiologique,8,161,168,c,AE,ssr,rhs,24,,,,,
Dépendance à l’habillage°,1,169,169,c,HABILLAGE,ssr,rhs,24,,,,,
Dépendance au déplacement°,1,170,170,c,DEPLACEMENT,ssr,rhs,24,,,,,
Dépendance à l’alimentation°,1,171,171,c,ALIMENTATION,ssr,rhs,24,,,,,
Dépendance à la continence°,1,172,172,c,CONTINENCE,ssr,rhs,24,,,,,
Dépendance au comportement°,1,173,173,c,COMPORTEMENT,ssr,rhs,24,,,,,
Dépendance à la relation°,1,174,174,c,RELATION,ssr,rhs,24,,,,,
Nombre de diagnostics associés dans ce RHS (n1),2,175,176,i,NBDA,ssr,rhs,24,,,,,
Nombre d'actes CSARR dans ce RHS (n2),3,177,179,i,NBCSARR,ssr,rhs,24,,,,,
Nombre d'actes CCAM dans ce RHS (n3),2,180,181,i,NBCCAM,ssr,rhs,24,,,,,
Poursuite du même projet thérapeutique,1,182,182,c,POURSUITE,ssr,rhs,24,,,,,
,1,183,183,c,Filler2,ssr,rhs,24,,,,,
Lit identifié soins palliatifs,2,184,185,c,LISP,ssr,rhs,24,,,,,
Type d'unité spécifique,2,186,187,c,TYPUS,ssr,rhs,24,,,,,
,,188,,c,ZAD,ssr,rhs,24,,,,,
Signature de version,8,1,8,c,SIGNATURE,ssr,rhs_ano,24,,,,,
Clé d'intégrité,8,9,16,c,CLE,ssr,rhs_ano,24,,,,,
N° format VID-HOSP (3 derniers caractères),3,17,19,c,FORMAT,ssr,rhs_ano,24,,,,,
Code retour contrôle n° immatriculation assuré,1,20,20,c,CRSECU,ssr,rhs_ano,24,,,,,
Code retour contrôle date de naissance,1,21,21,c,CRDNAI,ssr,rhs_ano,24,,,,,
Code retour contrôle sexe,1,22,22,c,CRSEXE,ssr,rhs_ano,24,,,,,
Code retour contrôle n° d'identification administratif de séjour,1,23,23,c,CRNODA,ssr,rhs_ano,24,,,,,
N° anonyme,17,24,40,c,NOANON,ssr,rhs_ano,24,,,,,
N° d'identification administratif de séjour,20,41,60,c,NODA,ssr,rhs_ano,24,,,,,
N° anonyme individuel,17,61,77,c,NOANONIND,ssr,rhs_ano,24,,,,,
N° FINESS e-PMSI,9,78,86,c,NOFINESS,ssr,rhs_ano,24,,,,,
Code retour contrôle code grand régime,1,87,87,c,CRCODEGR,ssr,rhs_ano,24,,,,,
Code retour contrôle Code gestion,1,88,88,c,CRCDGESTION,ssr,rhs_ano,24,,,,,
Code retour contrôle code justification d'exonération du ticket modérateur,1,89,89,c,CREXTICM,ssr,rhs_ano,24,,,,,
Code retour contrôle code de prise en charge du forfait journalier,1,90,90,c,CRPRFOJO,ssr,rhs_ano,24,,,,,
Code retour contrôle nature d'assurance,1,91,91,c,CRNATASS,ssr,rhs_ano,24,,,,,
Code retour contrôle type de contrat souscrit auprès d'un organismecomplémentaire,1,92,92,c,CRTYPECONT,ssr,rhs_ano,24,,,,,
Code retour contrôle séjour facturable à l'assurance maladie,1,93,93,c,CRFACTAM,ssr,rhs_ano,24,,,,,
Code retour contrôle motif de la non facturation à l'assurance maladie,1,94,94,c,CRNFACAM,ssr,rhs_ano,24,,,,,
Code retour contrôle facturation du 18 euro,1,95,95,c,CRTOP18,ssr,rhs_ano,24,,,,,
Code retour contrôle nombre de venues de la facture,1,96,96,c,CRNBEVEN,ssr,rhs_ano,24,,,,,
Code retour contrôle montant à facturer au titre du ticket modérateur,1,97,97,c,CRTICMOD,ssr,rhs_ano,24,,,,,
Code retour contrôle montant à facturer au titre du forfait journalier,1,98,98,c,CRFORJOU,ssr,rhs_ano,24,,,,,
Code retour contrôle montant total du séjour remboursé par l'assurance maladie (i.e. hors prestations annexes ),1,99,99,c,CRMTFACTOT,ssr,rhs_ano,24,,,,,
Code retour contrôle montant lié à la majoration au parcours de soin,1,100,100,c,CRMAJPAR,ssr,rhs_ano,24,,,,,
Code retour contrôle montant base remboursement,1,101,101,c,CRMTBASERM,ssr,rhs_ano,24,,,,,
Code retour contrôle taux de remboursement,1,102,102,c,CRTXRM,ssr,rhs_ano,24,,,,,
Code retour contrôle Patient bénéficiaire de la CMU,1,103,103,c,CRPBCMU,ssr,rhs_ano,24,,,,,
Code retour contrôle N° administratif de séjour de la mère,1,104,104,c,CRNOANOMER,ssr,rhs_ano,24,,,,,
Code retour contrôle Hospitalisation d'un nouveau-né auprès de la mère,1,105,105,c,CRHOSPNE,ssr,rhs_ano,24,,,,,
Code retour contrôle Hospitalisation pour prélèvement d'organe,1,106,106,c,CRHOSPPO,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de l'hospitalisation,1,107,107,c,CRDTHOSP,ssr,rhs_ano,24,,,,,
Code retour contrôle Montant total du séjour remboursable pour l'AMC,1,108,108,c,CRMTAMC,ssr,rhs_ano,24,,,,,
Code retour contrôle Code participation assuré,1,109,109,c,CRPARTASS,ssr,rhs_ano,24,,,,,
Code retour contrôle N° d’entrée,1,110,110,c,CRNUMENT,ssr,rhs_ano,24,,,,,
Code retour contrôle Rang de naissance,1,111,111,c,CRRGNAISS,ssr,rhs_ano,24,,,,,
Code retour contrôle Rang du bénéficiaire,1,112,112,c,CRRGBEN,ssr,rhs_ano,24,,,,,
Code retour contrôle N° caisse gestionnaire,1,113,113,c,CRCAISSGEST,ssr,rhs_ano,24,,,,,
Code retour contrôle N° centre gestionnaire,1,114,114,c,CRCENTRGEST,ssr,rhs_ano,24,,,,,
Code retour contrôle  Confirmation de la prise en charge dans le cadre du dispositif des soins urgents,1,115,115,c,CRPECSU,ssr,rhs_ano,24,,,,,
Code retour contrôle Numéro accident du travail ou date d’accident de droit commun,1,116,116,c,CRAT,ssr,rhs_ano,24,,,,,
Code retour contrôle N° d’organisme complémentaire,1,117,117,c,CRCOMP,ssr,rhs_ano,24,,,,,
Code retour contrôle N° FINESS d’inscription e-PMSI,1,118,118,c,CRNOFINESS,ssr,rhs_ano,24,,,,,
Code retour contrôle N° immatriculation individuel,1,119,119,c,CRNOANONIND,ssr,rhs_ano,24,,,,,
Code retour contrôle Nature de la pièce justificative des droits,1,120,120,c,CRNATJUSTDROITS,ssr,rhs_ano,24,,,,,
Code retour contrôle Prise en charge établie le,1,121,121,c,CRPECDATE,ssr,rhs_ano,24,,,,,
"Code retour contrôle Attestation de droits, carte Vitale ou prise en charge valable à compter du.",1,122,122,c,CRVITALE,ssr,rhs_ano,24,,,,,
Code retour contrôle Délivrée par,1,123,123,c,CRDELIVREE,ssr,rhs_ano,24,,,,,
Code retour contrôle Régime de prestation de l’assuré,1,124,124,c,CRREGPRESTASS,ssr,rhs_ano,24,,,,,
Code retour contrôle Top éclatement des flux par l’établissement,1,125,125,c,CRTOPECLATFLUX,ssr,rhs_ano,24,,,,,
Code retour contrôle Date d’entrée,1,126,126,c,CRDTENT,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de sortie,1,127,127,c,CRDTSORT,ssr,rhs_ano,24,,,,,
Code retour contrôle Montant total du séjour facturé au patient,1,128,128,c,CRMTTFACPAT,ssr,rhs_ano,24,,,,,
Code retour contrôle Rejet AMO,1,129,129,c,CRREJETAMO,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de facturation AMO,1,130,130,c,CRDATFACTAMO,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de facturation AMC,1,131,131,c,CRDATFACTAMC,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de facturation patient,1,132,132,c,CRDATFACTPAT,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de paiement AMO,1,133,133,c,CRDATPAIAMO,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de paiement AMC,1,134,134,c,CRDATPAIAMC,ssr,rhs_ano,24,,,,,
Code retour contrôle Date de paiement patient,1,135,135,c,CRDATPAIPAT,ssr,rhs_ano,24,,,,,
Code retour contrôle Statut FT AMO,1,136,136,c,CRSTATFTAMO,ssr,rhs_ano,24,,,,,
Code retour contrôle Statut FT AMC,1,137,137,c,CRSTATFTAMC,ssr,rhs_ano,24,,,,,
Code retour contrôle Statut FT patient,1,138,138,c,CRSTATFTPAT,ssr,rhs_ano,24,,,,,
Code retour contrôle Pays d’assurance social,1,139,139,c,CRPAYSPAT,ssr,rhs_ano,24,,,,,
"Code retour contrôle "" Numéro d’identification permanent du patient (IPP) """,1,140,140,c,CRIPP,ssr,rhs_ano,24,,,,,
"Code retour ""identifiant national de santé""",1,141,141,c,CRINS,ssr,rhs_ano,24,,,,,
"Code retour ""article 51""",1,142,142,c,CRART51,ssr,rhs_ano,24,,,,,
Code grand régime,2,143,144,c,CODEGR,ssr,rhs_ano,24,,,,,
Code gestion,2,145,146,c,CDGESTION,ssr,rhs_ano,24,,,,,
Code justification d'exonération du ticket modérateur,1,147,147,c,CDEXTICM,ssr,rhs_ano,24,,,,,
Code de prise en charge du forfait journalier,1,148,148,c,CDPRFOJO,ssr,rhs_ano,24,,,,,
Nature d'assurance,2,149,150,c,NATASS,ssr,rhs_ano,24,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,151,152,c,TYPECONT,ssr,rhs_ano,24,,,,,
Séjour facturable à l'assurance maladie,1,153,153,c,FACTAM,ssr,rhs_ano,24,,,,,
Motif de la non facturation à l'assurance maladie,1,154,154,c,MOTNFAC,ssr,rhs_ano,24,,,,,
Facturation du 18 euro,1,155,155,c,FAC18,ssr,rhs_ano,24,,,,,
Nombre de venues de la facture,4,156,159,i,NBEVEN,ssr,rhs_ano,24,,,,,
Montant à facturer au titre du ticket modérateur,10,160,169,n,MTFACTMO,ssr,rhs_ano,24,,,,,
Montant à facturer au titre du forfait journalier,10,170,179,n,MTFORJOU,ssr,rhs_ano,24,,,,,
Montant total du séjour remboursé par l'assurance maladie (i.e. hors prestations annexes),10,180,189,n,MTFACTOT,ssr,rhs_ano,24,,,,,
Montant lié à la majoration au parcours de soins,4,190,193,n,MTMAJPAR,ssr,rhs_ano,24,,,,,
Montant base remboursement,10,194,203,n,MTBASERM,ssr,rhs_ano,24,,,,,
Taux de remboursement,5,204,208,n,TAUXRM,ssr,rhs_ano,24,,,,,
Patient bénéficiaire de la CMU,1,209,209,c,PBCMU,ssr,rhs_ano,24,,,,,
N° administratif de séjour de la mère,20,210,229,c,NOANOMER,ssr,rhs_ano,24,,,,,
Hospitalisation d'un nouveau-né auprès de la mère,1,230,230,c,HOSPNE,ssr,rhs_ano,24,,,,,
Hospitalisation pour prélèvement d'organe,1,231,231,c,HOSPPO,ssr,rhs_ano,24,,,,,
Date de l'hospitalisation,8,232,239,c,DTHOSP,ssr,rhs_ano,24,,,,,
Montant total du séjour remboursable pour l'AMC,10,240,249,n,MTRMAMC,ssr,rhs_ano,24,,,,,
Date de naissance du bénéficiaire,8,250,257,c,DTNAISBEN,ssr,rhs_ano,24,,,,,
Sexe du bénéficiaire,1,258,258,c,SEXEBEN,ssr,rhs_ano,24,,,,,
Code participation assuré,1,259,259,c,PARTASS,ssr,rhs_ano,24,,,,,
N° d’entrée,9,260,268,c,NUMENT,ssr,rhs_ano,24,,,,,
Rang de naissance,1,269,269,c,RGNAISS,ssr,rhs_ano,24,,,,,
Rang du bénéficiaire,3,270,272,c,RGBEN,ssr,rhs_ano,24,,,,,
N° caisse gestionnaire,3,273,275,c,CAISSGEST,ssr,rhs_ano,24,,,,,
N° centre gestionnaire,4,276,279,c,CENTRGEST,ssr,rhs_ano,24,,,,,
Confirmation de la prise en charge dans le cadre du dispositif des soins urgents,1,280,280,c,PECSU,ssr,rhs_ano,24,,,,,
Numéro accident du travail ou date d’accident de droit commun,9,281,289,c,NUMAT,ssr,rhs_ano,24,,,,,
N° d’organisme complémentaire,10,290,299,c,NUMCOMP,ssr,rhs_ano,24,,,,,
Nature de la pièce justificative des droits,1,300,300,c,NATJUSTDROITS,ssr,rhs_ano,24,,,,,
Prise en charge établie le,8,301,308,c,PECDATE,ssr,rhs_ano,24,,,,,
"Attestation de droits, carte Vitale ou prise en charge valable à compter du.",8,309,316,c,VITALE,ssr,rhs_ano,24,,,,,
Délivrée par,3,317,319,c,DELIVREE,ssr,rhs_ano,24,,,,,
Régime de prestation de l’assuré,3,320,322,c,REGPRESTASS,ssr,rhs_ano,24,,,,,
Top éclatement des flux par l’établissement,1,323,323,c,TOPECLATFLUX,ssr,rhs_ano,24,,,,,
Date d’entrée,8,324,331,c,DTENT,ssr,rhs_ano,24,,,,,
Date de sortie,8,332,339,c,DTSORT,ssr,rhs_ano,24,,,,,
Montant total du séjour facturé au patient,8,340,347,n,MTTFACPAT,ssr,rhs_ano,24,,,,,
Rejet AMO,1,348,348,c,REJETAMO,ssr,rhs_ano,24,,,,,
Date de facturation AMO,8,349,356,c,DATFACTAMO,ssr,rhs_ano,24,,,,,
Date de facturation AMC,8,357,364,c,DATFACTAMC,ssr,rhs_ano,24,,,,,
Date de facturation patient,8,365,372,c,DATFACTPAT,ssr,rhs_ano,24,,,,,
Date de paiement AMO,8,373,380,c,DATPAIAMO,ssr,rhs_ano,24,,,,,
Date de paiement AMC,8,381,388,c,DATPAIAMC,ssr,rhs_ano,24,,,,,
Date de paiement patient,8,389,396,c,DATPAIPAT,ssr,rhs_ano,24,,,,,
Statut FT AMO,1,397,397,c,STATFTAMO,ssr,rhs_ano,24,,,,,
Statut FT AMC,1,398,398,c,STATFTAMC,ssr,rhs_ano,24,,,,,
Statut FT patient,1,399,399,c,STATFTPAT,ssr,rhs_ano,24,,,,,
Pays d’assurance social,3,400,402,c,PAYSPAT,ssr,rhs_ano,24,,,,,
Numéro d’identification permanent du patient (IPP),20,403,422,c,IPP,ssr,rhs_ano,24,,,,,
ART51,1,423,423,c,ART51,ssr,rhs_ano,24,,,,,
Filler,50,424,473,c,Filler,ssr,rhs_ano,24,,,,,
Empreinte numérique,32,474,505,c,EMPNUM,ssr,rhs_ano,24,,,,,
Zone chiffrée,1428,506,1933,c,ZONECHIFFREE,ssr,rhs_ano,24,,,,,
Date de réalisation,8,1,8,c,DATE_ACTE,ssr,rhs_ccam,24,,,,,
Code CCAM,7,9,15,c,CDCCAM,ssr,rhs_ccam,24,,,,,
Partie descriptive,3,16,18,c,DESCRI,ssr,rhs_ccam,24,,,,,
Phase CCAM,1,19,19,c,PHASE,ssr,rhs_ccam,24,,,,,
Activité CCAM,1,20,20,c,ACT,ssr,rhs_ccam,24,,,,,
Extension documentaire CCAM,1,21,21,c,EXTDOC,ssr,rhs_ccam,24,,,,,
Nb de réalisations,2,22,23,i,NBEXEC,ssr,rhs_ccam,24,,,,,
Code CSARR,7,1,7,c,CSARR,ssr,rhs_csarr,24,,,,,
Code supplémentaire appareillage,3,8,10,c,CDAPP,ssr,rhs_csarr,24,,,,,
Code modulateur de lieu,2,11,12,c,CDMOD,ssr,rhs_csarr,24,,,,,
Code modulateur patient n°1,2,13,14,c,CDPAT1,ssr,rhs_csarr,24,,,,,
Code modulateur patient n°2,2,15,16,c,CDPAT2,ssr,rhs_csarr,24,,,,,
Code de l'intervenant,2,17,18,c,CDINTER,ssr,rhs_csarr,24,,,,,
Nb de réalisations,3,19,21,i,NBEXEC,ssr,rhs_csarr,24,,,,,
Date de réalisation,8,22,29,c,DATE_ACTE,ssr,rhs_csarr,24,,,,,
Nb réel de patients,2,30,31,i,NBPATREEL,ssr,rhs_csarr,24,,,,,
Nb d'intervenants,2,32,33,i,NBINT,ssr,rhs_csarr,24,,,,,
Extension documentaire CSARR,2,34,35,c,EXTDOCcsarr,ssr,rhs_csarr,24,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,ssrha,24,,,,,
Version du Format du SSRHA,3,10,12,c,NOVERSSRHA,ssr,ssrha,24,,,,,
Version de GENRHA,3,13,15,c,NOVERGENRHA,ssr,ssrha,24,,,,,
N° Séquentiel du séjour,7,16,22,c,NOSEQSEJ,ssr,ssrha,24,,,,,
Type de suite,1,23,23,c,TYPESUITE,ssr,ssrha,24,,,,,
Durée du séjour,4,24,27,i,DUREESEJ,ssr,ssrha,24,,,,,
Nombre des journées de présence de la suite,4,28,31,i,NBJOURNEESPRES,ssr,ssrha,24,,,,,
Mode d’entrée,1,32,32,c,ECHPMSI,ssr,ssrha,24,,,,,
Provenance,1,33,33,c,PROV,ssr,ssrha,24,,,,,
Mode de sortie,1,34,34,c,SCHPMSI,ssr,ssrha,24,,,,,
Destination,1,35,35,c,DEST,ssr,ssrha,24,,,,,
Type d’hospitalisation,1,36,36,c,TYPEHOSPI,ssr,ssrha,24,,,,,
Nombre de mutations,3,37,39,i,NBMUTATIONS,ssr,ssrha,24,,,,,
Type de valorisation du séjour,1,40,40,c,TYPE_VALO,ssr,ssrha,24,,,,,
Nombre de RHA,3,41,43,i,NBRHA,ssr,ssrha,24,,,,,
Nombre de zones de groupage,3,44,46,i,NBZGP,ssr,ssrha,24,,,,,
Zone de groupage (non encore découpée par pmeasyr),,47,,c,ZGP,ssr,ssrha,24,,,,,
Groupe médico-économique,7,1,7,c,GME,ssr,ssrha_gme,24,,,,,
Groupe médico-tarifaire,4,8,11,c,GMT,ssr,ssrha_gme,24,,,,,
Nombre de jours de présence valorisables,3,12,14,i,NJ,ssr,ssrha_gme,24,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,rha,25,,,,,
N° de version du format du RHA,3,10,12,c,NOVERRHA,ssr,rha,25,,,,,
N° de version  de GENRHA,3,13,15,c,NOVERGENRHA,ssr,rha,25,,,,,
Groupage Etablissement Version classification,2,16,17,c,RHSVCLASS,ssr,rha,25,,,,,
Groupage Etablissement CM,2,18,19,c,RHSCM,ssr,rha,25,,,,,
Groupage Etablissement Code,2,20,21,c,RHSCODE,ssr,rha,25,,,,,
Groupage Etablissement Subdivision,1,22,22,c,RHSSUBD,ssr,rha,25,,,,,
Groupage Etablissement Niveau de lourdeur,1,23,23,c,RHSNL,ssr,rha,25,,,,,
Groupage Etablissement Sévérité,1,24,24,c,RHSSEV,ssr,rha,25,,,,,
Groupage Etablissement Code retour,3,25,27,c,RHSCDR,ssr,rha,25,,,,,
Groupage Etablissement Indicateur d’erreur,1,28,28,c,RHSINDERR,ssr,rha,25,,,,,
Groupage GENRHA Version classification,2,29,30,c,RHAVCLASS,ssr,rha,25,,,,,
Groupage GENRHA CM,2,31,32,c,RHACM,ssr,rha,25,,,,,
Groupage GENRHA Code,2,33,34,c,RHACODE,ssr,rha,25,,,,,
Groupage GENRHA Subdivision,1,35,35,c,RHASUBD,ssr,rha,25,,,,,
Groupage GENRHA Niveau de lourdeur,1,36,36,c,RHANL,ssr,rha,25,,,,,
Groupage GENRHA Sévérité,1,37,37,c,RHASEV,ssr,rha,25,,,,,
Groupage GENRHA Code retour,3,38,40,c,RHACDR,ssr,rha,25,,,,,
Groupage GENRHA Indicateur d’erreur,1,41,41,c,RHAINDERR,ssr,rha,25,,,,,
GMT,4,42,45,c,GMT,ssr,rha,25,,,,,
Indicateur d'appartenance à la zone basse,1,46,46,c,BBASSE,ssr,rha,25,,,,,
Nombre de journées du supplément zone basse,3,47,49,i,NBJSUPBBASSE,ssr,rha,25,,,,,
Zone de valorisation,1,50,50,c,ZONEVALO,ssr,rha,25,,,,,
Nombre de journées en zone haute,3,51,53,i,NBJZHAUTE,ssr,rha,25,,,,,
,12,54,65,c,Filler,ssr,rha,25,,,,,
Type de génération automatique du RHA,1,66,66,c,TYPGENAUTRHA,ssr,rha,25,,,,,
N° séquentiel du séjour,7,67,73,c,NOSEQSEJ,ssr,rha,25,,,,,
N° séquentiel du RHS,3,74,76,c,NOSEQRHS,ssr,rha,25,,,,,
Age en années,3,77,79,i,AGEAN,ssr,rha,25,,,,,
Age en jours,3,80,82,i,AGEJR,ssr,rha,25,,,,,
Sexe,1,83,83,c,SEXE,ssr,rha,25,,,,,
Code géographique de résidence,5,84,88,c,CDGEO,ssr,rha,25,,,,,
Code postal de résidence,5,89,93,c,CDPOSTAL,ssr,rha,25,,,,,
Antériorité du RHS par rapport à l'entrée dans le séjour,4,94,97,c,ANTRHSSEJ,ssr,rha,25,,,,,
,6,98,103,c,Filler2,ssr,rha,25,,,,,
Type d'hospitalisation de l'unité médicale,1,104,104,c,TYPEHOSPI,ssr,rha,25,,,,,
Numéro séquentiel de l'UM,4,105,108,c,NUMSEQUM,ssr,rha,25,,,,,
Type d'autorisation de l'unité médicale,3,109,111,c,TYPAUT,ssr,rha,25,,,,,
N° FINESS géographique,9,112,120,c,NOFINESSGEO,ssr,rha,25,,,,,
Mode d’entrée dans l 'unité médicale,1,121,121,c,ECHPMSI,ssr,rha,25,,,,,
Provenance,1,122,122,c,PROV,ssr,rha,25,,,,,
Mode de sortie,1,123,123,c,SCHPMSI,ssr,rha,25,,,,,
Destination,1,124,124,c,DEST,ssr,rha,25,,,,,
Numéro de semaine calendaire,2,125,126,c,NUMSEMAINE,ssr,rha,25,,,,,
Année de semaine calendaire,4,127,130,c,ANNEESEMAINE,ssr,rha,25,,,,,
Semaine de début de séjour SSR,1,131,131,c,SEM_DEB_SEJ,ssr,rha,25,,,,,
Semaine de fin de séjour SSR,1,132,132,c,SEM_FIN_SEJ,ssr,rha,25,,,,,
Antériorité du RHS par rapport à l'entrée dans l'UM,4,133,136,c,ANTRHSUM,ssr,rha,25,,,,,
Mois/ Année du RHS,6,137,142,c,MOISANSRHS,ssr,rha,25,,,,,
Journées hors week-end,5,143,147,c,JOURNEES_HWE,ssr,rha,25,,,,,
Journées week-end,2,148,149,c,JOURNEES_WE,ssr,rha,25,,,,,
Ancienneté de l’intervention chirurgicale,4,150,153,c,ANCINTERVCHIR,ssr,rha,25,,,,,
Finalité principale de prise en charge,6,154,159,c,FPPC,ssr,rha,25,,,,,
Manifestation morbide principale,6,160,165,c,MMP,ssr,rha,25,,,,,
Affection étiologique,6,166,171,c,AE,ssr,rha,25,,,,,
Dépendance à l’habillage ou à la toilette,1,172,172,c,HABILLAGE,ssr,rha,25,,,,,
Dépendance au déplacement°,1,173,173,c,DEPLACEMENT,ssr,rha,25,,,,,
Dépendance à l’alimentation°,1,174,174,c,ALIMENTATION,ssr,rha,25,,,,,
Dépendance à la continence°,1,175,175,c,CONTINENCE,ssr,rha,25,,,,,
Dépendance au comportement°,1,176,176,c,COMPORTEMENT,ssr,rha,25,,,,,
Dépendance à la relation°,1,177,177,c,RELATION,ssr,rha,25,,,,,
Nombre de diagnostics associés dans ce RHS (n1),2,178,179,i,NBDA,ssr,rha,25,,,,,
Nombre d'actes CSARR dans ce RHS (n2),3,180,182,i,NBCSARR,ssr,rha,25,,,,,
Nombre d'actes CCAM dans ce RHS (n3),2,183,184,i,NBCCAM,ssr,rha,25,,,,,
Poursuite du même projet thérapeutique,1,185,185,c,POURSUITE,ssr,rha,25,,,,,
,1,186,186,c,Filler3,ssr,rha,25,,,,,
Lit identifié soins palliatifs (LISP),2,187,188,c,LISP,ssr,rha,25,,,,,
Type unité spécifique,2,189,190,c,TYPEUMSPE,ssr,rha,25,,,,,
Score RR,5,191,195,c,RR,ssr,rha,25,,,,,
Score RR spécialisé,5,196,200,c,RRSPE,ssr,rha,25,,,,,
Dépendance physique,2,201,202,c,DEPPHY,ssr,rha,25,,,,,
Dépendance physique maximale,2,203,204,c,DEPPHYMAX,ssr,rha,25,,,,,
Dépendance cognitive,2,205,206,c,DEPCOG,ssr,rha,25,,,,,
Dépendance cognitive maximale,2,207,208,c,DEPCOGMAX,ssr,rha,25,,,,,
,,209,,c,ZAD,ssr,rha,25,,,,,
Index de liaison,32,1,32,c,ILIAISON,ssr,rha_ano,25,,,,,
N° FINESS  e-PMSI,9,33,41,c,NOFINESS,ssr,rha_ano,25,,,,,
N° format,3,42,44,c,NOFORM,ssr,rha_ano,25,,,,,
N° format VID-HOSP,3,45,47,c,NOVIDHOSP,ssr,rha_ano,25,,,,,
,6,48,53,c,Filler0,ssr,rha_ano,25,,,,,
Code retour contrôle « n° immatriculation assuré  »,1,54,54,c,CRSECU,ssr,rha_ano,25,,,,,
Code retour contrôle « date de  naissance »,1,55,55,c,CRDNAI,ssr,rha_ano,25,,,,,
Code retour contrôle « sexe »,1,56,56,c,CRSEXE,ssr,rha_ano,25,,,,,
Code retour contrôle « n° d’identification administratif de séjour »,1,57,57,c,CRNODA,ssr,rha_ano,25,,,,,
Code retour « fusion ANO-HOSP et HOSP-PMSI »,1,58,58,c,CRFUSHOSP,ssr,rha_ano,25,,,,,
Code retour « fusion ANO-PMSI et fichier PMSI »,1,59,59,c,CRFUSPMSI,ssr,rha_ano,25,,,,,
Code retour contrôle « date de référence» ( date d'entrée du séjour),1,60,60,c,CRDTENT,ssr,rha_ano,25,,,,,
Code retour contrôle « Cohérence date naissance »,1,61,61,c,CRCDNAI,ssr,rha_ano,25,,,,,
Code retour contrôle « Cohérence sexe »,1,62,62,c,CRCSEXE,ssr,rha_ano,25,,,,,
N° anonyme,17,63,79,c,NOANON,ssr,rha_ano,25,,,,,
,60,80,139,c,Filler01,ssr,rha_ano,25,,,,,
Date de naissance,8,140,147,c,DTNAIS,ssr,rha_ano,25,,,,,
N° anonyme individuel,9,148,156,c,NOANONIND,ssr,rha_ano,25,,,,,
